strain	virus	accession	date	region	country	division	location	host	source	locus	authors	url	title	journal	puburl
03BC0770BB	rabies	GU207661	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03BC0771BB	rabies	GU207620	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03BC0781BB	rabies	GU207671	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03BC0897BB	rabies	GU207637	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03BC1081BB	rabies	GU207834	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03BC1097BB	rabies	GU207619	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03BC1217BB	rabies	GU207615	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03BC1422BB	rabies	GU207624	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03N0132	rabies	EF178155	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N0352	rabies	EF178156	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N1166	rabies	EF178198	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N1204	rabies	EF178199	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N1497	rabies	EF178200	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N1834	rabies	EF178201	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N1883	rabies	EF178158	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N2570	rabies	EF178159	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N2586	rabies	EF178160	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N2596	rabies	EF178161	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N2634	rabies	EF178162	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N2718	rabies	EF178163	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N2792	rabies	EF178164	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N2795	rabies	EF178165	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N3361	rabies	EF178166	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N3362	rabies	EF178167	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N3362CAN	rabies	JN258489	2003-XX-XX	north_america	canada	canada	canada	fox	genbank	genome	?	?	?	?	?
03N3363	rabies	EF178168	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N3532	rabies	EF178169	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N4056	rabies	EF178203	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N4056CAN	rabies	JN258498	2003-XX-XX	north_america	canada	canada	canada	fox	genbank	genome	?	?	?	?	?
03N4057	rabies	EF178171	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N4058	rabies	EF178172	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03N4923	rabies	EF178173	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
03ON0200BB	rabies	GU207735	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON0280BB	rabies	GU207806	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON0373BB	rabies	GU207805	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON0402BB	rabies	GU207804	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON10253BB	rabies	GU207761	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON10280BB	rabies	GU207679	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON34132BB	rabies	GU207773	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON3861BB	rabies	GU207799	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON4008BB	rabies	GU207736	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON4497BB	rabies	GU207800	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON4546BB	rabies	GU207787	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON4581BB	rabies	GU207676	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON4759BB	rabies	GU207820	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON4897BB	rabies	GU207801	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON4966BB	rabies	GU207745	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5170BB	rabies	GU207764	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5180BB	rabies	GU207778	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5206BB	rabies	GU207677	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5259BB	rabies	GU207647	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5286BB	rabies	GU207758	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5287BB	rabies	GU207737	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5371BB	rabies	GU207792	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5492BB	rabies	GU207739	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5578BB	rabies	GU207742	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5579BB	rabies	GU207743	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5680BB	rabies	GU207791	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5744BB	rabies	GU207756	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5873BB	rabies	GU207763	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5899BB	rabies	GU207730	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON5922BB	rabies	GU207765	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6101BB	rabies	GU207811	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6220BB	rabies	GU207753	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6350BB	rabies	GU207822	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6353BB	rabies	GU207819	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6545BB	rabies	GU207731	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6575BB	rabies	GU207777	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6576BB	rabies	GU207779	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6608BB	rabies	GU207823	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6614BB	rabies	GU207678	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6649BB	rabies	GU207721	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6665BB	rabies	GU207815	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6710BB	rabies	GU207796	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6715BB	rabies	GU207789	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6770BB	rabies	GU207780	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6809BB	rabies	GU207766	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6872BB	rabies	GU207781	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6887BB	rabies	GU207770	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON6936BB	rabies	GU207744	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON7284BB	rabies	GU207757	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON7286BB	rabies	GU207741	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON7520BB	rabies	GU207738	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON7898BB	rabies	GU207767	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON7915BB	rabies	GU207652	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON7984BB	rabies	GU207725	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON8015BB	rabies	GU207782	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON8065BB	rabies	GU207729	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON8110BB	rabies	GU207810	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON8132BB	rabies	GU207808	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON8204BB	rabies	GU207720	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON8286BB	rabies	GU207680	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON8299BB	rabies	GU207759	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON8619BB	rabies	GU207809	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON8737BB	rabies	GU207728	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON9215BB	rabies	GU207818	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON9600BB	rabies	GU207645	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON9772BB	rabies	GU207812	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03ON9966BB	rabies	GU207681	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03QC4543BB	rabies	GU207653	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03QC7016BB	rabies	GU207803	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03QC7019BB	rabies	GU207643	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03QC7206BB	rabies	GU207646	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03QC7660BB	rabies	GU207641	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03QC8033BB	rabies	GU207642	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03QC9602BB	rabies	GU207648	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
03SK1524BB	rabies	GU207708	2003-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04/IRV/NCDC	rabies	MF474266	2016-XX-XX	south_asia	india	india	india	deer	genbank	genome	?	?	?	?	?
04027AFG	rabies	EU086162	1996-XX-XX	west_asia	afghanistan	afghanistan	afghanistan	dog	genbank	genome	?	?	?	?	?
04028GAB	rabies	KU055517	2004-XX-XX	africa	gabon	gabon	gabon	cat	genbank	genome	?	?	?	?	?
04029AFG	rabies	EU086128	2004-XX-XX	west_asia	afghanistan	afghanistan	afghanistan	dog	genbank	genome	?	?	?	?	?
04030PHI	rabies	EU086155	2004-XX-XX	southeast_asia	philippines	philippines	philippines	dog	genbank	genome	?	?	?	?	?
04031FRA	rabies	KX148195	2004-XX-XX	africa	morocco	morocco	morocco	dog	genbank	genome	?	?	?	?	?
04033MAD	rabies	DQ420624	2004-XX-XX	africa	madagascar	madagascar	madagascar	dog	genbank	genome	?	?	?	?	?
04034ARS	rabies	KX148176	2004-XX-XX	west_asia	saudi_arabia	saudi_arabia	saudi_arabia	fox	genbank	genome	?	?	?	?	?
04035AFG	rabies	GU992304	2002-XX-XX	west_asia	afghanistan	afghanistan	afghanistan	dog	genbank	genome	?	?	?	?	?
0421@2001SanMartin	rabies	KU938400	2001-XX-XX	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
0423_06	rabies	GQ915419	2006-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
0424_06	rabies	GQ915420	2006-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
0426@2010Apurimac	rabies	KU938493	2010-XX-XX	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
0426_06	rabies	GQ915421	2006-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
0435AFG	rabies	GU815996	2004-XX-XX	west_asia	afghanistan	afghanistan	afghanistan	dog	genbank	genome	?	?	?	?	?
0437_06	rabies	GQ915422	2006-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
0451_06	rabies	GQ915423	2006-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
0452_06	rabies	GQ915424	2006-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
0469_01	rabies	GQ915425	2001-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
0489@1999Amazonas	rabies	KU938673	1999-XX-XX	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
048_09	rabies	JQ071945	2009-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
04AB1212BB	rabies	GU207702	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04BC0579BB	rabies	GU207631	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04BC0745BB	rabies	GU207632	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04BC0856BB	rabies	GU207831	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04BC0863BB	rabies	GU207627	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04BC0926BB	rabies	GU207622	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04L1025	rabies	JQ513554	2004-XX-XX	north_america	canada	canada	canada	skunk	genbank	genome	?	?	?	?	?
04L1518CAN	rabies	JN258469	2004-XX-XX	north_america	canada	canada	canada	fox	genbank	genome	?	?	?	?	?
04LAT	rabies	AY277572	?	europe	latvia	latvia	latvia	unknown	genbank	genome	?	?	?	?	?
04N0573	rabies	EF178207	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
04N3365	rabies	EF178208	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
04N3719	rabies	EF178209	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
04N3889	rabies	EF178210	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
04N4249	rabies	EF178211	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
04N4250	rabies	EF178212	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
04N4320	rabies	EF178213	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
04N5133	rabies	EF178214	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
04ON4032BB	rabies	GU207793	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON4080BB	rabies	GU207798	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON4091BB	rabies	GU207790	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON4215BB	rabies	GU207768	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON4349BB	rabies	GU207722	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON4417BB	rabies	GU207682	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON5139BB	rabies	GU207783	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON5158BB	rabies	GU207795	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON5209BB	rabies	GU207732	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON5471BB	rabies	GU207755	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON5529BB	rabies	GU207752	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON5532BB	rabies	GU207696	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON5590BB	rabies	GU207817	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON5610BB	rabies	GU207740	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON5810BB	rabies	GU207727	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON5823BB	rabies	GU207649	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON5894BB	rabies	GU207750	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON6001BB	rabies	GU207751	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON6098BB	rabies	GU207762	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON6115BB	rabies	GU207749	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON6487BB	rabies	GU207747	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04ON6782BB	rabies	GU207726	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04QC3298BB	rabies	GU207772	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04QC5497BB	rabies	GU207650	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04QC5695BB	rabies	GU207654	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04QC5778BB	rabies	GU207640	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
04QC6138BB	rabies	GU207613	2004-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
05/IRV/NCDC	rabies	MF474267	2016-XX-XX	south_asia	india	india	india	deer	genbank	genome	?	?	?	?	?
05005CHI	rabies	EU086186	2005-XX-XX	china	china	china	china	dog	genbank	genome	?	?	?	?	?
05006CHI	rabies	EU086187	2004-XX-XX	china	china	china	china	dog	genbank	genome	?	?	?	?	?
05007CHI	rabies	EU086148	2004-XX-XX	china	china	china	china	dog	genbank	genome	?	?	?	?	?
05008CHI	rabies	EU086189	2004-XX-XX	china	china	china	china	dog	genbank	genome	?	?	?	?	?
05009CHI	rabies	EU086190	2005-XX-XX	china	china	china	china	dog	genbank	genome	?	?	?	?	?
05070_02	rabies	GQ915432	2002-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
0517@2010Apurimac	rabies	KU938494	2010-XX-XX	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
0594@2010SanMartin	rabies	KU938675	2010-XX-XX	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
05Jod3	rabies	JN258536	2005-09-19	south_asia	india	india	india	goat	genbank	genome	?	?	?	?	?
05Jod9	rabies	JN258540	2005-11-10	south_asia	india	india	india	dog	genbank	genome	?	?	?	?	?
05L0063	rabies	JQ513555	2005-XX-XX	north_america	canada	canada	canada	skunk	genbank	genome	?	?	?	?	?
05L0085	rabies	JQ513556	2005-XX-XX	north_america	canada	canada	canada	skunk	genbank	genome	?	?	?	?	?
05L0110CAN	rabies	JN258442	2005-XX-XX	north_america	canada	canada	canada	fox	genbank	genome	?	?	?	?	?
05L0111CAN	rabies	JN258447	2005-XX-XX	north_america	canada	canada	canada	fox	genbank	genome	?	?	?	?	?
05L0250CAN	rabies	JN258446	2005-XX-XX	north_america	canada	canada	canada	dog	genbank	genome	?	?	?	?	?
05LT11	rabies	EU616719	?	europe	lithuania	lithuania	lithuania	unknown	genbank	genome	?	?	?	?	?
05LT21	rabies	EU616724	?	europe	lithuania	lithuania	lithuania	unknown	genbank	genome	?	?	?	?	?
05LT22	rabies	EU616725	?	europe	lithuania	lithuania	lithuania	unknown	genbank	genome	?	?	?	?	?
05LT24	rabies	EU616726	?	europe	lithuania	lithuania	lithuania	unknown	genbank	genome	?	?	?	?	?
05N6048CAN	rabies	JN258443	2005-XX-XX	north_america	canada	canada	canada	fox	genbank	genome	?	?	?	?	?
05NB5138BB	rabies	GU207655	2005-XX-XX	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
06/IRV/NCDC	rabies	MF474268	2016-XX-XX	south_asia	india	india	india	deer	genbank	genome	?	?	?	?	?
064_03	rabies	GQ915403	2003-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
0655@2001Ayacucho	rabies	KU938495	?	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
0658_02	rabies	GQ915426	2002-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
065_03	rabies	GQ915404	2003-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
065_10	rabies	JQ071946	2010-XX-XX	south_america	brazil	brazil	brazil	bat	genbank	genome	?	?	?	?	?
067N	rabies	MF197744	2014-XX-XX	europe	poland	poland	poland	bat	genbank	genome	?	?	?	?	?
0697@2010Apurimac	rabies	KU938676	2010-XX-XX	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
0697_02	rabies	GQ915427	2002-XX-XX	south_america	brazil	brazil	brazil	sheep	genbank	genome	?	?	?	?	?
06Jai1	rabies	JN258524	2006-11-20	south_asia	india	india	india	dog	genbank	genome	?	?	?	?	?
06Jai12	rabies	JN258530	2006-08-26	south_asia	india	india	india	dog	genbank	genome	?	?	?	?	?
06Jai14	rabies	JN258532	2006-10-05	south_asia	india	india	india	dog	genbank	genome	?	?	?	?	?
06Jai15	rabies	JN258533	2006-09-19	south_asia	india	india	india	dog	genbank	genome	?	?	?	?	?
06Jai2	rabies	JN258525	2006-09-06	south_asia	india	india	india	dog	genbank	genome	?	?	?	?	?
06Jai5	rabies	JN258527	2006-10-02	south_asia	india	india	india	horse	genbank	genome	?	?	?	?	?
06Jai8	rabies	JN258528	2006-08-22	south_asia	india	india	india	dog	genbank	genome	?	?	?	?	?
06Jai9	rabies	JN258529	2006-10-20	south_asia	india	india	india	dog	genbank	genome	?	?	?	?	?
06Jod2	rabies	JN258535	2006-11-19	south_asia	india	india	india	dog	genbank	genome	?	?	?	?	?
06Jod5	rabies	JN258541	2006-12-06	south_asia	india	india	india	dog	genbank	genome	?	?	?	?	?
06Jod6	rabies	JN258538	2006-11-02	south_asia	india	india	india	dog	genbank	genome	?	?	?	?	?
06L0122CAN	rabies	JN258445	2006-XX-XX	north_america	canada	canada	canada	fox	genbank	genome	?	?	?	?	?
06L0213CAN	rabies	JN258452	2006-XX-XX	north_america	canada	canada	canada	fox	genbank	genome	?	?	?	?	?
06LT1	rabies	EU616715	?	europe	lithuania	lithuania	lithuania	unknown	genbank	genome	?	?	?	?	?
06LT2	rabies	EU616716	?	europe	lithuania	lithuania	lithuania	unknown	genbank	genome	?	?	?	?	?
06LT4	rabies	EU616717	?	europe	lithuania	lithuania	lithuania	unknown	genbank	genome	?	?	?	?	?
06LT5	rabies	EU616718	?	europe	lithuania	lithuania	lithuania	unknown	genbank	genome	?	?	?	?	?
06N5386CAN	rabies	JN258478	2006-XX-XX	north_america	canada	canada	canada	fox	genbank	genome	?	?	?	?	?
06_06	rabies	JQ692981	2006-01-03	africa	south_africa	south_africa	south_africa	sheep	genbank	genome	?	?	?	?	?
06_07	rabies	JQ692982	2007-01-03	africa	south_africa	south_africa	south_africa	cattle	genbank	genome	?	?	?	?	?
07/13	rabies	MF197294	2013-XX-XX	?	lesotho	?	?	cattle	genbank	genome	?	?	?	?	?
07/293	rabies	KY681359	2007-XX-XX	africa	south_africa	south_africa	south_africa	cattle	genbank	genome	?	?	?	?	?
07/30	rabies	KP994621	2007-01-11	africa	south_africa	south_africa	south_africa	cat	genbank	genome	?	?	?	?	?
